AvyYear,YYYY,MM,DD,Location,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,Date
2009,2008,12,28,Brown Bear Basin near Harts Pass,BC,WA,0.000,0.000,Snowmobiler,Snowmobile,1,,12/28/2008
2009,2008,12,27,"Gravel Mountain, north of Granby",BC,CO,40.268,-106.000,Snowmobiler,Snowmobile,2,,12/27/2008
2009,2008,12,27,Jackson Hole,SA,WY,0.000,0.000,Inbounds Rider,Ski,1,,12/27/2008
2009,2008,12,25,Poulsen’s Gully-Squaw Valley Ski Area,SA,CA,0.000,0.000,Inbounds Rider,Ski,1,,12/25/2008
2009,2008,12,24,Logan Peak,BC,UT,0.000,0.000,Snowmobiler,,2,,12/24/2008
2009,2008,12,17,Northwest of Crested Butte,BC,CO,38.897,-107.018,Backcountry Tourer,Snowboard,1,,12/17/2008
2009,2008,12,14,Near Aspen Ski Area,BC,CO,39.136,-106.802,Sidecountry Rider,Ski,1,,12/14/2008
2009,2008,12,14,Snowbird Ski Area,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,12/14/2008
2008,2008,4,7,Thompson Pass,BC,AK,0.000,0.000,Hybrid Rider,Foot,1,,4/7/2008
2008,2008,3,16,"Sheep Mountain, near Orofino",BC,ID,0.000,0.000,Snowmobiler,Snowmobile,1,,3/16/2008
2008,2008,3,9,"Mount Eyak, Cordova",BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,3/9/2008
2008,2008,2,15,"Seattle Creek, near Turnigan Pass",BC,AK,0.000,0.000,Snowmobiler,,2,,2/15/2008
2008,2008,2,8,Garden Valley,TN,ID,0.000,0.000,Resident,Foot,1,,2/8/2008
2008,2008,2,1,Little Box Canyon,BC,CO,39.796,-107.653,Snowmobiler,Snowmobile,1,,2/1/2008
2008,2008,1,28,"Tokopah Canyon, Sequoia National Park",BC,CA,0.000,0.000,Backcountry Tourer,Ski,1,,1/28/2008
2008,2008,1,25,Near Mountain High ski resort,BC,CA,0.000,0.000,Sidecountry Rider,Ski,1,,1/25/2008
2008,2008,1,25,Near Mountain High ski resort,BC,CA,0.000,0.000,Sidecountry Rider,Ski,1,,1/25/2008
2008,2008,1,25,Near Mountain High ski resort,BC,CA,0.000,0.000,Sidecountry Rider,Ski,1,,1/25/2008
2008,2008,1,20,"Beehive Basin, near Big Sky",BC,MT,0.000,0.000,Backcountry Tourer,Ski,1,,1/20/2008
2008,2008,1,18,"Huntington Ravine, Mount Washington",BC,NH,0.000,0.000,Climber,,1,,1/18/2008
2008,2008,1,13,"Canyon Creek, near Whitefish Mountain",BC,MT,0.000,0.000,Sidecountry Rider,Ski,2,,1/13/2008
2008,2008,1,12,"King Tut, East Vail backcountry southeast of Vail",BC,CO,39.599,-106.296,Sidecountry Rider,Ski,1,,1/12/2008
2008,2008,1,12,Star Valley,BC,WY,0.000,0.000,Snowmobiler,Snowmobile,3,,1/12/2008
2008,2008,1,10,Blanca Peak,BC,CO,37.563,-105.503,Climber,,1,,1/10/2008
2008,2008,1,4,"CDC, East Vail backcountry southeast of Vail",BC,CO,39.603,-106.298,Sidecountry Rider,Snowboard,1,,1/4/2008
2008,2008,1,4,Near Mt Pilchuck,BC,WA,0.000,0.000,Hiker,Foot,1,,1/4/2008
2008,2008,1,3,Fargo,TN,ND,0.000,0.000,Resident,Foot,1,,1/3/2008
2008,2008,1,2,"French Creek, Snowy Range",BC,WY,0.000,0.000,Snowmobiler,Snowmobile,1,,1/2/2008
2008,2008,1,1,"Excelsior Pass area, north of Mount Baker",BC,WA,0.000,0.000,Snowmobiler,,2,,1/1/2008
2008,2007,12,31,"Near Co-op Creek, Western Uintas",BC,UT,0.000,0.000,Snowmobiler,Snowmobile,1,,12/31/2007
2008,2007,12,25,"Superbowl near Windy Ridge, Western Uintas",BC,UT,0.000,0.000,Snowmobiler,Snowmobile,1,,12/25/2007
2008,2007,12,23,The Canyons,SA,UT,0.000,0.000,Inbounds Rider,Ski,1,,12/23/2007
2008,2007,12,18,"Edith Creek, Mount Rainier National Park",BC,WA,0.000,0.000,Hiker,Snowshoe,1,,12/18/2007
2008,2007,12,2,Cameron Pass,BC,CO,40.524,-105.873,Hiker,Snowshoe,1,,12/2/2007
2008,2007,12,2,"Union Creek, near Crystal Mountain Resort",BC,WA,0.000,0.000,Backcountry Tourer,Other,3,,12/2/2007
2008,2007,12,2,"Source Lake, near Snoqualmie Pass",BC,WA,0.000,0.000,Hiker,Snowshoe,2,,12/2/2007
2007,2007,3,13,Mount Shimer,BC,CO,39.100,-106.731,Backcountry Tourer,Snowboard,1,,3/13/2007
2007,2007,3,13,Mount Shimer,BC,CO,39.100,-106.731,Backcountry Tourer,Ski,1,,3/13/2007
2007,2007,3,10,Darby Canyon,BC,ID,0.000,0.000,Backcountry Tourer,Ski,1,,3/10/2007
2007,2007,3,3,"Echo Lake, Mt Evans",BC,CO,39.645,-105.590,Backcountry Tourer,Snowshoe,1,,3/3/2007
2007,2007,3,3,Yellow Mountain,BC,MT,0.000,0.000,Backcountry Tourer,Ski,1,,3/3/2007
2007,2007,2,24,near Crystal Mountain,BC,WA,0.000,0.000,Sidecountry Rider,Ski,1,,2/24/2007
2007,2007,2,20,"Gobbler’s Knob, Wasatch Range",BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/20/2007
2007,2007,2,18,"Hell’s Canyon, near Snowbasin",BC,UT,0.000,0.000,Sidecountry Rider,Ski,1,,2/18/2007
2007,2007,2,17,"Signal Peak, southeast of Richfield",BC,UT,0.000,0.000,Snowmobiler,,1,,2/17/2007
2007,2007,2,17,"Tower Mountain, southeast of Heber City",BC,UT,0.000,0.000,Snowmobiler,,1,,2/17/2007
2007,2007,2,17,Big Belt Mountains,BC,MT,0.000,0.000,Snowmobiler,Snowmobile,2,,2/17/2007
2007,2007,2,17,Palisades Peak Area,BC,ID,0.000,0.000,Snowmobiler,,1,,2/17/2007
2007,2007,2,4,North Peak,BC,CO,37.485,-106.541,Snowmobiler,,1,,2/4/2007
2007,2007,1,5,Jackson Hole,BC,WY,0.000,0.000,Sidecountry Rider,Ski,1,,1/5/2007
2007,2007,1,1,"Mt Jefferson, Centenial Range",BC,MT,0.000,0.000,Snowmobiler,,1,,1/1/2007
2007,2006,12,28,"Lionhead, W of West Yellowstone",BC,MT,0.000,0.000,Snowmobiler,,1,,12/28/2006
2007,2006,12,21,Snowmass,SA,CO,39.174,-106.944,Inbounds Rider,Ski,1,,12/21/2006
2007,2006,12,16,"Stewart Peak, Salt River Range",BC,WY,0.000,0.000,Snowmobiler,,1,,12/16/2006
2007,2006,12,16,"Scotch Bonnet Peak, Cooke City",BC,MT,0.000,0.000,Snowmobiler,,1,,12/16/2006
2006,2006,4,29,Backcountry near Lookout Pass,BC,ID,0.000,0.000,Backcountry Tourer,Ski,1,,4/29/2006
2006,2006,4,18,"Mount Herman, west of Mt. Baker Ski Area",BC,WA,0.000,0.000,Sidecountry Rider,Ski,1,,4/18/2006
2006,2006,4,8,Patriot Bowl-west of Trinity Mtn. Lookout,BC,ID,0.000,0.000,Snowmobiler,Snowmobile,1,,4/8/2006
2006,2006,4,3,"Pioneer Ridge, an out-of-bounds area near Brighton Ski Resort",BC,UT,0.000,0.000,Sidecountry Rider,Ski,1,,4/3/2006
2006,2006,4,2,Mountians outside of Spencer,BC,ID,0.000,0.000,Snowmobiler,,1,,4/2/2006
2006,2006,3,19,Tiffany Mountain near Conconully,BC,WA,0.000,0.000,Snowmobiler,,1,,3/19/2006
2006,2006,3,11,"Ogden Mtn., Taylor Canyon",BC,UT,0.000,0.000,Sidecountry Rider,Ski,1,,3/11/2006
2006,2006,3,1,mountains near Antelope Creek,BC,ID,0.000,0.000,Snowmobiler,,1,,3/1/2006
2006,2006,2,28,"Marmot Mountain, Hatcher Pass Area",BC,AK,0.000,0.000,Snowmobiler,,1,,2/28/2006
2006,2006,2,14,"Rainy Pass; Dalzell Creek, in the Alaska Range",BC,AK,0.000,0.000,Snowmobiler,,1,,2/14/2006
2006,2006,2,8,"FLATTOP MTN, CHUGACH STATE PARK, CHUGACH MTNS",BC,AK,0.000,0.000,Hiker,Snowshoe,1,,2/8/2006
2006,2006,2,1,"Blacksmith Creek drainage,Twin Lakes area; Sawtooth Range",BC,CA,0.000,0.000,Backcountry Tourer,Ski,1,,2/1/2006
2006,2006,1,14,Red Meadow Lake west of Polebridge,BC,MT,0.000,0.000,Snowmobiler,,2,,1/14/2006
2006,2006,1,6,MILLER MOUNTAIN-SHEEP CREEK,BC,MT,0.000,0.000,Snowmobiler,,1,,1/6/2006
2006,2006,1,5,"Coal Creek, West side of Teton Pass",BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,1/5/2006
2006,2006,1,5,south end of Mt. Abundance,BC,MT,0.000,0.000,Snowmobiler,,1,,1/5/2006
2006,2006,1,3,Raggedtop Mountain,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,1/3/2006
2006,2006,1,1,Trap Peak,BC,CO,40.518,-105.844,Snowmobiler,Snowmobile,2,,1/1/2006
2006,2005,12,31,"Mt. Timpanogos area, near Hidden Lakes",BC,UT,0.000,0.000,Hiker,Snowshoe,1,,12/31/2005
2006,2005,12,27,Togwotee Pass/Squaw Basin area,BC,WY,0.000,0.000,Snowmobiler,,1,,12/27/2005
2006,2005,12,22,Kelso Mountain,BC,CO,39.650,-105.797,Hiker,,1,,12/22/2005
2006,2005,11,6,"Berthoud Pass, Mines 2",BC,CO,39.800,-105.765,Backcountry Tourer,Ski,1,,11/6/2005
2005,2005,7,2,WHITE CLOUD MTNS STANLEY,BC,ID,0.000,0.000,Backcountry Tourer,Snowboard,1,,7/2/2005
2005,2005,5,20,ARAPAHOE BASIN,SA,CO,39.636,-105.878,Inbounds Rider,Ski,1,,5/20/2005
2005,2005,4,1,GRAND MESA CLIFFS,BC,CO,39.054,-108.052,Backcountry Tourer,Ski,1,,4/1/2005
2005,2005,4,1,KETCHUM 20MI NW BAKER CREEK BRODIE GULCH,BC,ID,0.000,0.000,Snowmobiler,,1,,4/1/2005
2005,2005,3,31,OGDEN MONTE CRISTO ECCLES PEAK,BC,UT,0.000,0.000,Snowmobiler,,1,,3/31/2005
2005,2005,3,26,BISHOP MT TOM ELDERBERRY CANYON,BC,CA,0.000,0.000,Backcountry Tourer,Ski,2,,3/26/2005
2005,2005,3,24,BRECKENRIDGE QUANDARY PEAK SOUTH COULOIR,BC,CO,39.390,-106.103,Climber,Foot,1,,3/24/2005
2005,2005,3,6,ASPEN HIGHLANDS FIVE FINGER BOWL,BC,CO,39.123,-106.876,Sidecountry Rider,,1,,3/6/2005
2005,2005,2,20,SUGAR BOWL MT ANDERSON NORTH BOWL BENSON HUT,BC,CA,0.000,0.000,Backcountry Tourer,Ski,1,,2/20/2005
2005,2005,2,15,MT HUNTINGTON DENALI NP,BC,AK,0.000,0.000,Climber,,1,,2/15/2005
2005,2005,2,14,"MOUNT MANSFIELD, NE RIDGE",BC,VT,0.000,0.000,Backcountry Tourer,Ski,1,,2/14/2005
2005,2005,1,16,LAKE STEVENS,BC,ID,0.000,0.000,Backcountry Tourer,Snowboard,2,,1/16/2005
2005,2005,1,14,CANYONS DUTCH DRAW OB,BC,UT,0.000,0.000,Sidecountry Rider,Snowboard,1,,1/14/2005
2005,2005,1,12,SNOQUALMIE PASS ALPENTAL SA CLOSED,SA,WA,0.000,0.000,Backcountry Tourer,Ski,1,,1/12/2005
2005,2005,1,9,LAS VEGAS SKI MT CHARLESTON LEE CANYON,SA,NV,0.000,0.000,Inbounds Rider,Snowboard,1,,1/9/2005
2005,2005,1,8,MANTI WASATCH PLATEAU EPHRIAM CANYON,BC,UT,0.000,0.000,Backcountry Tourer,Snowboard,1,,1/8/2005
2005,2005,1,8,WASATCH PLATEAU MT PLEASANT CHOKE CHERRY,BC,UT,0.000,0.000,Snowmobiler,,1,,1/8/2005
2005,2005,1,3,BUFFALO PASS SODA MOUNTAIN,BC,CO,40.550,-106.719,Backcountry Tourer,Ski,1,,1/3/2005
2005,2005,1,1,CENTENNIAL MTNS HELL ROARING HUT,BC,MT,0.000,0.000,Backcountry Tourer,Ski,1,,1/1/2005
2005,2004,12,11,BIG COTTONWOOD CNYN MINERAL FORK,BC,UT,0.000,0.000,Hiker,Snowshoe,2,,12/11/2004
2005,2004,12,11,"PROVO UINTA MONTAINS STRAWBERRY VALLEY, trout creek",BC,UT,0.000,0.000,Snowmobiler,,1,,12/11/2004
2005,2004,12,10,BIG COTTONWOOD CNYN TWIN LAKES PASS,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,12/10/2004
2005,2004,10,30,MADISON RANGE SPHINX MOUNTAIN,BC,MT,0.000,0.000,Climber,,2,,10/30/2004
2005,2004,10,24,MT RAINIER INGRAHAM GLACIER,BC,WA,0.000,0.000,Climber,,1,,10/24/2004
2004,2004,6,13,MT RAINIER / LIBERTY RIDGE,BC,WA,0.000,0.000,Climber,,2,,6/13/2004
2004,2004,4,26,MT BAKER OB,SA,WA,0.000,0.000,Inbounds Rider,Snowboard,1,,4/26/2004
2004,2004,4,10,PAXSON / RICHARDSON HWY MP 194 / HOODOO MTNS,BC,AK,0.000,0.000,Snowmobiler,,1,,4/10/2004
2004,2004,4,9,SAWATCH RANGE / BROWNS PEAK,BC,CO,38.960,-106.448,Hiker,Snowshoe,1,,4/9/2004
2004,2004,3,20,SAWATCH RANGE / LA PLATA PEAK,BC,CO,39.032,-106.484,Climber,,1,,3/20/2004
2004,2004,3,10,BRECKENRIDGE / MT GUYOT,BC,CO,39.469,-105.935,Snowmobiler,,1,,3/10/2004
2004,2004,3,6,SANDPOINT / JERU,BC,ID,0.000,0.000,Snowmobiler,,1,,3/6/2004
2004,2004,3,5,SNOQUALMIE PASS / SALMON LA SAC,BC,WA,0.000,0.000,Snowmobiler,,1,,3/5/2004
2004,2004,2,28,PORTAGE / BRYON GLACIER PEAK,BC,AK,0.000,0.000,Climber,,1,,2/28/2004
2004,2004,2,28,KETCHUM / APOLLO CREEK,BC,ID,0.000,0.000,Snowmobiler,,1,,2/28/2004
2004,2004,2,26,PARK CITY / DALY CANYON / JUDGE MINE,BC,UT,0.000,0.000,Hiker,Snowshoe,1,,2/26/2004
2004,2004,1,31,JACKSON / TETON RANGE / PK 9870,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,1/31/2004
2004,2004,1,22,PORTAGE / USFS BUILDING,TN,AK,0.000,0.000,Others at Work,,1,,1/22/2004
2004,2004,1,2,FAIRFIELD,TN,ID,0.000,0.000,Resident,Foot,2,,1/2/2004
2004,2004,1,1,DONNER SUMMIT,BC,CA,0.000,0.000,Hiker,Snowshoe,1,,1/1/2004
2004,2003,12,26,PROVO CANYON / ASPEN GROVE / ROBERTS HORN CHUTE,BC,UT,0.000,0.000,Backcountry Tourer,Snowboard,3,,12/26/2003
2004,2003,12,17,BLEWETT PASS / NAVAJO PEAK,BC,WA,0.000,0.000,Snowmobiler,,1,,12/17/2003
2004,2003,12,13,SNOQUALMIE PASS / SNOW LAKE TRAIL,BC,WA,0.000,0.000,Hiker,Snowshoe,1,,12/13/2003
2004,2003,12,12,MT BAKER / ARTIST POINT,BC,WA,0.000,0.000,Hiker,Snowshoe,1,,12/12/2003
2003,2003,4,26,CARSON PASS / NR BLUE LAKES,BC,CA,0.000,0.000,Snowmobiler,,1,,4/26/2003
2003,2003,4,14,DEVILS THUMB,BC,AK,0.000,0.000,Climber,,2,,4/14/2003
2003,2003,4,9,WRANGELL-ST ELIAS / VERDE PEAK,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,4/9/2003
2003,2003,3,22,LA PLATA MTNS / BURRO MTN,BC,CO,37.679,-108.033,Snowmobiler,,1,,3/22/2003
2003,2003,3,20,ARAPAHOE BASIN / PORCUPINE MTN,BC,CO,39.615,-105.914,Backcountry Tourer,Ski,1,,3/20/2003
2003,2003,3,9,SAWATCH RANGE / COTTONWOOD PASS / PTARMIGAN LAKE,BC,CO,38.777,-106.390,Snowmobiler,,1,,3/9/2003
2003,2003,3,9,COOKE CITY / MT ABUNDANCE,BC,MT,0.000,0.000,Snowmobiler,,1,,3/9/2003
2003,2003,3,5,ST ELMO / SAWATCH RANGE / HANCOCK PASS,BC,CO,38.621,-106.371,Snowmobiler,,1,,3/5/2003
2003,2003,2,24,SALT RIVER RANGE / POKER FLATS,BC,WY,0.000,0.000,Snowmobiler,,1,,2/24/2003
2003,2003,2,23,SAWATCH RANGE / ELK HEAD PASS /MISSOURI BASIN NR BELFORD,BC,CO,38.950,-106.363,Backcountry Tourer,Ski,1,,2/23/2003
2003,2003,2,22,PRIEST LAKE / ECHO BASIN,BC,ID,0.000,0.000,Snowmobiler,,1,,2/22/2003
2003,2003,2,22,SCHWEITZER / KEOKEE PEAK,BC,ID,0.000,0.000,Snowmobiler,,1,,2/22/2003
2003,2003,2,17,DRY GULCH / SNOOPY,BC,CO,39.713,-105.907,Climber,,1,,2/17/2003
2003,2003,2,15,BIG COTTONWOOD CYN / MILL CREEK / GOBBLERS KNOB,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,2/15/2003
2003,2003,2,10,JACKSON HOLE / HOURGLASS COULOIR,SA,WY,0.000,0.000,Sidecountry Rider,Ski,1,,2/10/2003
2003,2003,2,9,HATCHER PASS,BC,AK,0.000,0.000,Backcountry Tourer,Snowboard,1,,2/9/2003
2003,2003,2,2,LIVINGSTON / CRAZY MTNS / ELK CREEK,BC,MT,0.000,0.000,Snowmobiler,,1,,2/2/2003
2003,2003,2,1,LINCOLN / COPPER CREEK BOWL,BC,MT,0.000,0.000,Snowmobiler,,1,,2/1/2003
2003,2003,1,28,TETON PASS / AVALANCHE BOWL,BC,WY,0.000,0.000,Backcountry Tourer,Snowboard,1,,1/28/2003
2003,2003,1,25,TOGWOTEE PASS / KETTLE CREEK,BC,WY,0.000,0.000,Snowmobiler,,1,,1/25/2003
2003,2003,1,22,COOKE CITY / WOLVERINE PEAK,BC,MT,0.000,0.000,Snowmobiler,,1,,1/22/2003
2003,2003,1,5,GRAYS RIVER / CORRAL CREEK LAKE,BC,WY,0.000,0.000,Snowmobiler,,1,,1/5/2003
2003,2003,1,4,TETON PASS / SKI LAKE,BC,WY,0.000,0.000,Backcountry Tourer,Snowboard,1,,1/4/2003
2003,2002,12,29,CRYSTAL MOUNTAIN / NORSE PEAK,BC,WA,0.000,0.000,Backcountry Tourer,Ski,1,,12/29/2002
2003,2002,12,28,FAIRFIELD / TRINITY MTNS,BC,ID,0.000,0.000,Snowmobiler,,1,,12/28/2002
2003,2002,12,26,SNOWY RANGE W SIDE,BC,WY,0.000,0.000,Snowmobiler,,1,,12/26/2002
2003,2002,12,15,MT ROSE OB,SA,NV,0.000,0.000,Inbounds Rider,Snowboard,1,,12/15/2002
2003,2002,11,29,MT WASHINGTON / TUCKERMAN RAVINE,BC,NH,0.000,0.000,Climber,,2,,11/29/2002
2002,2002,6,13,MT FORAKER,BC,AK,0.000,0.000,Climber,Foot,3,,6/13/2002
2002,2002,3,31,EAGLE RIVER 6 MILE,BC,AK,0.000,0.000,Hiker,Snowshoe,2,,3/31/2002
2002,2002,3,22,TARGHEE CREEK,BC,MT,0.000,0.000,Snowmobiler,,1,,3/22/2002
2002,2002,3,21,JACKSON / JACKSON PEAK,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,3/21/2002
2002,2002,3,17,FLATTOPS / PAGODA PEAK,BC,CO,40.139,-107.349,Snowmobiler,,1,,3/17/2002
2002,2002,3,16,BRIGHTON OB / PIONEER RIDGE,SA,UT,0.000,0.000,Inbounds Rider,Snowboard,2,,3/16/2002
2002,2002,3,16,WHITEFISH RANGE / SOUTH CANYON,BC,MT,0.000,0.000,Snowmobiler,,1,,3/16/2002
2002,2002,3,15,TELLURIDE OB / TEMPTER BOWL,SA,CO,37.901,-107.821,Inbounds Rider,Snowboard,1,,3/15/2002
2002,2002,3,14,ASPEN MTN OB / PANDORAS,SA,CO,39.153,-106.810,Sidecountry Rider,Ski,1,,3/14/2002
2002,2002,3,14,ASHCROFT / LINDLEY HUT,BC,CO,39.005,-106.802,Backcountry Tourer,Ski,1,,3/14/2002
2002,2002,3,11,VICTOR / BIG HOLE MTNS,BC,ID,0.000,0.000,Snowmobiler,,1,,3/11/2002
2002,2002,3,9,SUGAR BOWL OB / MT JUDAH,SA,CA,0.000,0.000,Inbounds Rider,Snowboard,1,,3/9/2002
2002,2002,2,24,GLENWOOD SPRINGS / MINER BASIN,BC,CO,39.361,-107.430,Snowmobiler,,1,,2/24/2002
2002,2002,2,16,COOKE CITY / MT ABUNDANCE,BC,MT,0.000,0.000,Snowmobiler,Snowmobile,2,,2/16/2002
2002,2002,2,10,WHITEFISH RANGE,BC,MT,0.000,0.000,Snowmobiler,,1,,2/10/2002
2002,2002,2,6,CRYSTAL PEAK / FRIENDS HUT,BC,CO,38.958,-106.798,Backcountry Tourer,Ski,1,,2/6/2002
2002,2002,2,1,ASPEN HIGHLANDS,SA,CO,39.168,-106.866,Sidecountry Rider,Ski,1,,2/1/2002
2002,2002,1,31,WEBER CANYON,BC,UT,0.000,0.000,Backcountry Tourer,Ski,1,,1/31/2002
2002,2002,1,26,BONNER SHEEP MTN,BC,MT,0.000,0.000,Snowmobiler,Snowmobile,4,,1/26/2002
2002,2002,1,12,PAXSON SUMMIT LAKE,BC,AK,0.000,0.000,Snowmobiler,Snowmobile,2,,1/12/2002
2002,2001,12,31,PHILIPSBURG,BC,MT,0.000,0.000,Snowmobiler,,1,,12/31/2001
2002,2001,12,24,CANTWELL,BC,AK,0.000,0.000,Snowmobiler,,1,,12/24/2001
2002,2001,12,23,HOPE PALMER CREEK ROAD,BC,AK,0.000,0.000,Snowmobiler,,1,,12/23/2001
2002,2001,12,12,CORDOVA,BC,AK,0.000,0.000,Snowmobiler,,1,,12/12/2001
2002,2001,11,28,YANKEE DOODLE LAKE,BC,CO,39.938,-105.655,Backcountry Tourer,Ski,1,,11/28/2001
2002,2001,11,11,HATCHER PASS,BC,AK,0.000,0.000,Hiker,Snowshoe,1,,11/11/2001
2001,2001,4,28,BIG COTTONWOOD CYN / STAIRS GU,BC,UT,0.000,0.000,Climber,Snowshoe,2,,4/28/2001
2001,2001,4,11,MT BAKER,BC,WA,0.000,0.000,Snowmobiler,,1,,4/11/2001
2001,2001,4,4,FLATHEAD PASS / BRIDGER MTNS,BC,MT,0.000,0.000,Backcountry Tourer,Ski,1,,4/4/2001
2001,2001,4,4,WEST YELLOWSTONE / LIONSHEAD,BC,MT,0.000,0.000,Snowmobiler,,1,,4/4/2001
2001,2001,4,3,TENMILE RANGE / W SIDE,BC,CO,39.458,-106.130,Snowmobiler,,1,,4/3/2001
2001,2001,3,18,STEAMBOAT / FARWELL MTN,BC,CO,40.826,-106.842,Backcountry Tourer,Ski,1,,3/18/2001
2001,2001,3,18,DELTA / SUMMIT LAKE,BC,AK,0.000,0.000,Snowmobiler,,1,,3/18/2001
2001,2001,3,10,UINTA MTNS,BC,UT,0.000,0.000,Snowmobiler,Snowmobile,2,,3/10/2001
2001,2001,3,3,GRAYS RIVER / PRATER PK,BC,WY,0.000,0.000,Snowmobiler,,1,,3/3/2001
2001,2001,2,27,CANYONS / RED ROCK CLIFFS,SA,UT,0.000,0.000,Sidecountry Rider,Ski,1,,2/27/2001
2001,2001,2,25,CRESTED BUTTE OHIO PASS,BC,CO,38.831,-107.097,Backcountry Tourer,Ski,1,,2/25/2001
2001,2001,2,23,JACKSON HOLE OB APRES VOUS,BC,WY,0.000,0.000,Sidecountry Rider,Ski,1,,2/23/2001
2001,2001,2,21,SQUAW VALLEY OB,SA,CA,0.000,0.000,Sidecountry Rider,Ski,2,,2/21/2001
2001,2001,2,17,CLE ELUM LAKE ANN WENATCHEE NF,BC,WA,0.000,0.000,Snowmobiler,,1,,2/17/2001
2001,2001,2,6,JACKSON HOLE ROCK SPRINGS,SA,WY,0.000,0.000,Sidecountry Rider,Ski,1,,2/6/2001
2001,2001,2,3,EUREKA LODGE MATANUSKA RIVER,BC,AK,0.000,0.000,Snowmobiler,Snowmobile,2,,2/3/2001
2001,2001,1,29,TWIN LAKES NR LAKE WENATCHEE,BC,WA,0.000,0.000,Hiker,Snowshoe,1,,1/29/2001
2001,2001,1,17,ROCK CREEK NW OF JACKSON,BC,MT,0.000,0.000,Snowmobiler,,1,,1/17/2001
2001,2000,12,31,EMIGRANT PK ABSAROKA MTNS,BC,MT,0.000,0.000,Hiker,Foot,2,,12/31/2000
2001,2000,12,29,CAMERON PASS DIAMOND PKS,BC,CO,40.515,-105.900,Snowmobiler,,1,,12/29/2000
2001,2000,12,25,TETONS DEAD HORSE PASS,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,12/25/2000
2001,2000,12,17,MARIAS PASS PUZZLE SLIDE,BC,MT,0.000,0.000,Snowmobiler,Foot,2,,12/17/2000
2001,2000,12,14,OGDEN / WILLARD PEAK,BC,UT,0.000,0.000,Snowmobiler,,1,,12/14/2000
2001,2000,12,9,TETON PASS,BC,WY,0.000,0.000,Backcountry Tourer,Ski,1,,12/9/2000
2001,2000,12,9,CANTWELL / DENALI NP,BC,AK,0.000,0.000,Snowmobiler,,1,,12/9/2000
2001,2000,12,1,"TETON PASS, Glory Bowl",BC,WY,0.000,0.000,Backcountry Tourer,Snowboard,1,,12/1/2000
2001,2000,11,17,SUNLIGHT BASIN CODY,BC,WY,0.000,0.000,Hunter,,1,,11/17/2000
2000,2000,4,21,ABASIN MARJORIE BOWL,SA,CO,39.639,-105.865,Sidecountry Rider,Ski,1,,4/21/2000
2000,2000,4,9,PAXON / SUMMIT LAKE,BC,AK,0.000,0.000,Snowmobiler,,1,,4/9/2000
2000,2000,4,8,TALKEETNA,BC,AK,0.000,0.000,Backcountry Tourer,Ski,1,,4/8/2000
2000,2000,3,22,SWAN RANGE,BC,MT,0.000,0.000,Snowmobiler,,1,,3/22/2000
2000,2000,3,19,BONNERS FERRY,BC,ID,0.000,0.000,Snowmobiler,,1,,3/19/2000
2000,2000,3,17,ASPEN HIGHLANDS,SA,CO,39.131,-106.889,Backcountry Tourer,Ski,2,,3/17/2000
2000,2000,2,20,MT WASHINGTON,BC,NH,0.000,0.000,Backcountry Tourer,Ski,1,,2/20/2000
2000,2000,2,19,LAKE PLACID,BC,NY,0.000,0.000,Backcountry Tourer,Ski,1,,2/19/2000
2000,2000,2,19,ST CHARLES,BC,ID,0.000,0.000,Snowmobiler,,1,,2/19/2000
2000,2000,2,1,SEWARD HIGHWAY,RD,AK,0.000,0.000,Highway Personnel,,1,,2/1/2000
2000,2000,1,26,CORDOVA,TN,AK,0.000,0.000,Resident,Foot,1,,1/26/2000
2000,2000,1,25,ASPEN HURRICANE,BC,CO,0.000,0.000,Backcountry Tourer,Ski,1,,1/25/2000
2000,2000,1,25,ABASIN BEAVERS,SA,CO,0.000,0.000,Inbounds Rider,Snowboard,1,,1/25/2000
2000,2000,1,23,JONES PASS,BC,CO,39.774,-105.889,Hiker,Snowshoe,1,,1/23/2000
2000,2000,1,16,CRYSTAL MTN,SA,WA,0.000,0.000,Sidecountry Rider,Ski,1,,1/16/2000
2000,2000,1,11,THE CANYONS,SA,UT,0.000,0.000,Sidecountry Rider,Ski,2,,1/11/2000
2000,1999,12,26,HATCHER PASS,BC,AK,0.000,0.000,Snowmobiler,,1,,12/26/1999
2000,1999,12,21,QUANDARY PEAK,BC,CO,39.390,-106.097,Backcountry Tourer,Ski,1,,12/21/1999
2000,1999,12,14,CAMERON PASS,BC,CO,40.514,-105.898,Backcountry Tourer,Ski,1,,12/14/1999
2000,1999,11,26,BIG SKY / DOBES,SA,MT,0.000,0.000,Sidecountry Rider,Ski,1,,11/26/1999
